Airport Code,Time,Temperature,Dew Point,Humidity,Sea Level Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions,WinDirDegrees,Date
KEWR, 9:51 PM,81,54,39,29.83,10,WSW,8.1,-,N/A,,Mostly Cloudy,250,7/26/12 1:51
KJFK, 9:51 PM,75,66.9,76,29.84,10,SSW,13.8,-,N/A,,Mostly Cloudy,200,7/26/12 1:51
KLGA, 9:51 PM,80.1,63,56,29.83,10,South,6.9,-,N/A,,Scattered Clouds,180,7/26/12 1:51
KNYC, 9:51 PM,77,53.1,43,29.83,10,Calm,Calm,-,N/A,,Clear,0,7/26/12 1:51
KEWR, 10:51 PM,80.1,55.9,43,29.82,10,West,5.8,-,N/A,,Scattered Clouds,260,7/26/12 2:51
KJFK, 10:51 PM,75,66,73,29.83,10,SW,9.2,-,N/A,,Scattered Clouds,220,7/26/12 2:51
KLGA, 10:51 PM,82,55.9,41,29.82,10,West,8.1,-,N/A,,Scattered Clouds,260,7/26/12 2:51
KNYC, 10:51 PM,78.1,55,45,29.82,10,Variable,3.5,-,N/A,,Clear,0,7/26/12 2:51
KEWR, 11:51 PM,78.1,55.9,46,29.81,10,WSW,11.5,-,N/A,,Mostly Cloudy,240,7/26/12 3:51
KJFK, 11:51 PM,73.9,64,71,29.82,10,SSW,9.2,-,N/A,,Scattered Clouds,210,7/26/12 3:51
KLGA, 11:51 PM,81,55.9,42,29.8,10,SW,10.4,-,N/A,,Mostly Cloudy,220,7/26/12 3:51
KNYC, 11:51 PM,77,55,47,29.81,10,WSW,8.1,-,N/A,,Clear,240,7/26/12 3:51
KEWR, 12:51 AM,75.9,57,52,29.79,10,WSW,11.5,-,N/A,,Mostly Cloudy,240,7/26/12 4:51
KJFK, 12:51 AM,73.9,62.1,66,29.81,10,SW,9.2,-,N/A,,Scattered Clouds,230,7/26/12 4:51
KLGA, 12:51 AM,79,57,47,29.79,10,SW,8.1,17.3,N/A,,Mostly Cloudy,220,7/26/12 4:51
KNYC, 12:51 AM,75.9,57,52,29.8,10,Variable,3.5,-,N/A,,Clear,0,7/26/12 4:51
KEWR, 1:51 AM,75,57.9,55,29.8,10,SW,9.2,-,N/A,,Scattered Clouds,230,7/26/12 5:51
KJFK, 1:51 AM,73.9,61,64,29.81,10,WSW,10.4,-,N/A,,Mostly Cloudy,250,7/26/12 5:51
KLGA, 1:51 AM,79,57,47,29.79,10,WSW,11.5,-,N/A,,Scattered Clouds,240,7/26/12 5:51
KNYC, 1:51 AM,75.9,57,52,29.79,10,Variable,6.9,-,N/A,,Clear,0,7/26/12 5:51
KEWR, 2:51 AM,75,57,53,29.79,10,SW,9.2,-,N/A,,Overcast,230,7/26/12 6:51
KJFK, 2:51 AM,73.9,61,64,29.8,10,WSW,10.4,-,N/A,,Mostly Cloudy,240,7/26/12 6:51
KLGA, 2:51 AM,78.1,57,48,29.78,10,SW,11.5,-,N/A,,Mostly Cloudy,230,7/26/12 6:51
KNYC, 2:51 AM,75,57,53,29.79,10,Variable,3.5,-,N/A,,Clear,0,7/26/12 6:51
KEWR, 3:51 AM,73,57.9,59,29.78,10,WSW,9.2,-,N/A,,Overcast,240,7/26/12 7:51
KJFK, 3:51 AM,73,61,66,29.79,10,WSW,10.4,-,N/A,,Scattered Clouds,250,7/26/12 7:51
KLGA, 3:51 AM,77,57.9,52,29.77,10,SW,8.1,-,N/A,,Scattered Clouds,230,7/26/12 7:51
KNYC, 3:51 AM,73.9,55.9,53,29.78,10,Variable,3.5,-,N/A,,Scattered Clouds,0,7/26/12 7:51
KEWR, 4:51 AM,73,57.9,59,29.79,10,WSW,5.8,-,N/A,,Mostly Cloudy,250,7/26/12 8:51
KJFK, 4:51 AM,73,61,66,29.8,10,WSW,9.2,-,N/A,,Mostly Cloudy,250,7/26/12 8:51
KLGA, 4:51 AM,77,57.9,52,29.78,10,WSW,11.5,-,N/A,,Mostly Cloudy,240,7/26/12 8:51
KNYC, 4:51 AM,73,57,57,29.79,10,North,-9999,-,N/A,,Scattered Clouds,0,7/26/12 8:51
KEWR, 5:51 AM,71.1,60.1,68,29.78,10,SSW,5.8,-,N/A,,Mostly Cloudy,210,7/26/12 9:51
KJFK, 5:51 AM,72,61,68,29.79,10,SW,8.1,-,N/A,,Mostly Cloudy,230,7/26/12 9:51
KLGA, 5:51 AM,75.9,59,56,29.77,10,SW,9.2,-,N/A,,Mostly Cloudy,220,7/26/12 9:51
KNYC, 5:51 AM,73,57.9,59,29.77,10,WSW,4.6,-,N/A,,Partly Cloudy,240,7/26/12 9:51
KEWR, 6:51 AM,71.6,60.8,69,29.76,10,South,6.9,-,N/A,,Scattered Clouds,180,7/26/12 10:51
KJFK, 6:51 AM,73,62.1,68,29.78,10,SSW,10.4,-,N/A,,Mostly Cloudy,210,7/26/12 10:51
KLGA, 6:51 AM,75.2,60.8,61,29.76,10,SW,8.1,-,N/A,,Mostly Cloudy,220,7/26/12 10:51
KNYC, 6:51 AM,73,60.1,64,29.77,10,WSW,3.5,-,N/A,,Clear,250,7/26/12 10:51
KEWR, 7:51 AM,73,62.1,68,29.76,10,South,9.2,-,N/A,,Mostly Cloudy,190,7/26/12 11:51
KJFK, 7:51 AM,73.9,64.9,73,29.77,10,SSW,13.8,-,N/A,,Mostly Cloudy,210,7/26/12 11:51
KLGA, 7:51 AM,75.9,61,60,29.75,10,SW,9.2,-,N/A,,Mostly Cloudy,220,7/26/12 11:51
KNYC, 7:51 AM,73.9,61,64,29.75,10,Variable,3.5,-,N/A,,Scattered Clouds,0,7/26/12 11:51
KNYC, 8:32 AM,75,64,69,29.76,10,North,-9999,-,N/A,,Scattered Clouds,0,7/26/12 12:32
KEWR, 8:51 AM,75.9,66.9,74,29.74,10,SSW,13.8,-,0,,Mostly Cloudy,210,7/26/12 12:51
KJFK, 8:51 AM,75.9,69.1,79,29.77,10,SSW,15,-,0,,Mostly Cloudy,210,7/26/12 12:51
KLGA, 8:51 AM,77,66,69,29.74,10,SSW,13.8,25.3,N/A,,Mostly Cloudy,200,7/26/12 12:51
KNYC, 8:51 AM,75,66,73,29.74,10,North,-9999,-,N/A,,Scattered Clouds,0,7/26/12 12:51
KEWR, 9:17 AM,75.2,68,78,29.79,9,NNW,17.3,23,N/A,,Mostly Cloudy,330,7/26/12 13:17
KNYC, 9:20 AM,73.9,66,76,29.81,10,WNW,4.6,20.7,N/A,,Overcast,290,7/26/12 13:20
KLGA, 9:21 AM,77,68,74,29.78,10,West,9.2,17.3,N/A,,Overcast,280,7/26/12 13:21
KLGA, 9:26 AM,75.2,68,78,29.77,6,West,11.5,20.7,0.01,Rain-Thunderstorm,Light Thunderstorms and Rain,260,7/26/12 13:26
KEWR, 9:31 AM,73.4,66.2,78,29.78,0.5,NNW,9.2,-,0,Rain-Thunderstorm,Heavy Thunderstorms and Rain,340,7/26/12 13:31
KJFK, 9:32 AM,75.2,68,78,29.8,10,WNW,12.7,-,N/A,,Overcast,300,7/26/12 13:32
KEWR, 9:36 AM,71.6,68,88,29.78,0.5,NW,6.9,-,0.17,Rain-Thunderstorm,Heavy Thunderstorms and Rain,320,7/26/12 13:36
KNYC, 9:40 AM,69.1,66,90,29.79,1.8,South,3.5,-,0.03,Rain,Heavy Rain,190,7/26/12 13:40
KEWR, 9:47 AM,69.8,68,94,29.77,4,Calm,Calm,-,0.26,Rain-Thunderstorm,Heavy Thunderstorms and Rain,0,7/26/12 13:47
KJFK, 9:47 AM,75.2,68,78,29.79,9,West,9.2,-,0,Rain-Thunderstorm,Light Thunderstorms and Rain,260,7/26/12 13:47
KNYC, 9:48 AM,68,66.2,94,29.78,0.8,Variable,5.8,-,0.1,Rain,Heavy Rain,0,7/26/12 13:48
KEWR, 9:51 AM,70,68,93,29.76,7,Calm,Calm,-,0.28,Rain-Thunderstorm,Light Thunderstorms and Rain,0,7/26/12 13:51
KJFK, 9:51 AM,75,69.1,82,29.79,7,West,6.9,-,0,Rain-Thunderstorm,Light Thunderstorms and Rain,260,7/26/12 13:51
KLGA, 9:51 AM,75,68,79,29.75,4,SSW,6.9,-,0.02,Rain-Thunderstorm,Light Thunderstorms and Rain,210,7/26/12 13:51
KNYC, 9:51 AM,68,66.9,96,29.75,0.8,SSW,4.6,-,0.13,Rain,Rain,210,7/26/12 13:51
KJFK, 9:57 AM,75.2,69.8,83,29.78,1.5,West,15,-,0,Rain-Thunderstorm,Heavy Thunderstorms and Rain,260,7/26/12 13:57
KNYC, 9:57 AM,68,66.9,96,29.77,2,Variable,6.9,-,0,Rain,Light Rain,0,7/26/12 13:57
KNYC, 10:05 AM,69.1,68,96,29.76,3,SW,6.9,-,0.01,Rain,Light Rain,220,7/26/12 14:05
KEWR, 10:09 AM,71.6,69.8,94,29.74,6,South,5.8,-,0.01,Rain,Light Rain,180,7/26/12 14:09
KJFK, 10:10 AM,73.4,69.8,88,29.77,3,SW,13.8,-,0.13,Rain-Thunderstorm,Heavy Thunderstorms and Rain,220,7/26/12 14:10
KLGA, 10:12 AM,73.4,69.8,88,29.72,8,SSW,9.2,-,0.02,Rain,Light Rain,200,7/26/12 14:12
KJFK, 10:23 AM,73.4,71.6,94,29.75,6,South,11.5,-,0.17,Rain,Light Rain,190,7/26/12 14:23
KNYC, 10:26 AM,70,69.1,97,29.75,2,Variable,6.9,-,0.02,Rain,Light Rain,0,7/26/12 14:26
KEWR, 10:51 AM,73,70,90,29.73,10,South,8.1,-,0.02,Rain,Light Rain,180,7/26/12 14:51
KJFK, 10:51 AM,73,71.1,93,29.74,7,SW,11.5,-,0.18,Rain,Light Rain,220,7/26/12 14:51
KLGA, 10:51 AM,73.9,71.1,91,29.72,8,SW,9.2,17.3,0.04,Rain,Light Rain,220,7/26/12 14:51
KNYC, 10:51 AM,71.1,69.1,93,29.72,4,Variable,6.9,-,0.04,,Overcast,0,7/26/12 14:51
KEWR, 11:51 AM,80.1,71.1,74,29.71,10,SW,8.1,-,0,,Mostly Cloudy,230,7/26/12 15:51
KJFK, 11:51 AM,79,73,82,29.73,10,SSW,11.5,-,0,,Mostly Cloudy,210,7/26/12 15:51
KLGA, 11:51 AM,79,71.1,77,29.71,10,SW,12.7,-,0,,Mostly Cloudy,230,7/26/12 15:51
KNYC, 11:51 AM,75,70,84,29.71,7,SW,5.8,18.4,N/A,,Clear,230,7/26/12 15:51
KEWR, 12:51 PM,84.9,71.1,63,29.69,10,SW,12.7,19.6,N/A,,Mostly Cloudy,230,7/26/12 16:51
KJFK, 12:51 PM,81,72,74,29.71,10,SSW,10.4,-,N/A,,Mostly Cloudy,210,7/26/12 16:51
KLGA, 12:51 PM,82,71.1,69,29.68,10,SW,12.7,-,N/A,,Mostly Cloudy,220,7/26/12 16:51
KNYC, 12:51 PM,80.1,71.1,74,29.69,8,Variable,4.6,-,N/A,,Clear,0,7/26/12 16:51
KEWR, 1:51 PM,87.1,71.1,59,29.69,10,WSW,10.4,-,N/A,,Mostly Cloudy,240,7/26/12 17:51
KJFK, 1:51 PM,81,73,77,29.7,10,South,9.2,-,N/A,,Mostly Cloudy,190,7/26/12 17:51
KLGA, 1:51 PM,84.9,70,61,29.68,10,SW,12.7,20.7,N/A,,Mostly Cloudy,220,7/26/12 17:51
KNYC, 1:51 PM,82,71.1,69,29.69,9,Variable,3.5,-,N/A,,Clear,0,7/26/12 17:51
KEWR, 2:51 PM,90,70,52,29.67,10,West,13.8,23,N/A,,Mostly Cloudy,260,7/26/12 18:51
KJFK, 2:51 PM,86,73,65,29.68,10,SSW,10.4,-,N/A,,Mostly Cloudy,210,7/26/12 18:51
KLGA, 2:51 PM,88,70,55,29.66,10,SW,11.5,-,N/A,,Mostly Cloudy,230,7/26/12 18:51
KNYC, 2:51 PM,87.1,70,57,29.66,9,Variable,3.5,-,N/A,,Clear,0,7/26/12 18:51
KEWR, 3:51 PM,91,70,50,29.63,10,WSW,8.1,-,N/A,,Scattered Clouds,240,7/26/12 19:51
KJFK, 3:51 PM,88,71.1,57,29.66,10,SSW,11.5,-,N/A,,Scattered Clouds,210,7/26/12 19:51
KLGA, 3:51 PM,91,69.1,48,29.63,10,SW,10.4,21.9,N/A,,Scattered Clouds,230,7/26/12 19:51
KNYC, 3:51 PM,87.1,70,57,29.64,10,Variable,6.9,-,N/A,,Clear,0,7/26/12 19:51
KEWR, 4:51 PM,93,71.1,49,29.63,10,SW,16.1,21.9,N/A,,Scattered Clouds,230,7/26/12 20:51
KJFK, 4:51 PM,84,73.9,72,29.65,10,South,12.7,-,N/A,,Partly Cloudy,180,7/26/12 20:51
KLGA, 4:51 PM,91.9,70,48,29.62,10,SW,11.5,-,N/A,,Scattered Clouds,220,7/26/12 20:51
KNYC, 4:51 PM,87.1,71.1,59,29.64,9,Variable,6.9,-,N/A,,Clear,0,7/26/12 20:51
KEWR, 5:51 PM,91.9,72,52,29.62,10,SW,12.7,-,N/A,,Mostly Cloudy,230,7/26/12 21:51
KJFK, 5:51 PM,82.9,73.9,74,29.64,10,South,10.4,-,N/A,,Scattered Clouds,170,7/26/12 21:51
KLGA, 5:51 PM,91,72,53,29.61,10,South,8.1,20.7,N/A,,Scattered Clouds,190,7/26/12 21:51
KNYC, 5:51 PM,87.1,72,61,29.62,9,North,-9999,-,N/A,,Clear,0,7/26/12 21:51
KEWR, 6:51 PM,91,73,55,29.64,10,WSW,12.7,-,N/A,,Mostly Cloudy,240,7/26/12 22:51
KJFK, 6:51 PM,81,75,82,29.66,9,South,10.4,-,N/A,,Mostly Cloudy,190,7/26/12 22:51
KLGA, 6:51 PM,91,72,53,29.64,10,SW,11.5,17.3,N/A,,Overcast,220,7/26/12 22:51
KNYC, 6:51 PM,87.1,71.1,59,29.65,8,Variable,5.8,-,N/A,,Overcast,0,7/26/12 22:51
KEWR, 7:20 PM,91.4,73.4,55,29.64,10,WSW,13.8,-,N/A,Thunderstorm,Thunderstorm,250,7/26/12 23:20
KEWR, 7:32 PM,91.4,73.4,55,29.65,10,WSW,10.4,-,N/A,Thunderstorm,Thunderstorm,250,7/26/12 23:32
KEWR, 7:44 PM,87.8,69.8,55,29.72,0.8,NW,32.2,40.3,0.05,Rain-Thunderstorm,Heavy Thunderstorms and Rain,320,7/26/12 23:44
KLGA, 7:44 PM,84.2,64.4,51,29.68,10,NW,31.1,42.6,N/A,Thunderstorm,Thunderstorm,320,7/26/12 23:44
KLGA, 7:46 PM,82.4,64.4,54,29.68,10,NW,32.2,42.6,N/A,Thunderstorm,Thunderstorm,310,7/26/12 23:46
KEWR, 7:47 PM,73.4,69.8,88,29.71,0.8,NW,23,40.3,0.11,Rain-Thunderstorm,Heavy Thunderstorms and Rain,320,7/26/12 23:47
KNYC, 7:49 PM,73.4,68,83,29.76,1.8,West,15,34.5,0,Rain,Heavy Rain,280,7/26/12 23:49
KEWR, 7:51 PM,73,71.1,93,29.7,0.8,WNW,21.9,40.3,0.25,Rain-Thunderstorm,Heavy Thunderstorms and Rain,290,7/26/12 23:51
KJFK, 7:51 PM,82,73.9,76,29.68,10,SSW,8.1,-,N/A,,Mostly Cloudy,200,7/26/12 23:51
KLGA, 7:51 PM,81,66.9,62,29.7,7,WNW,33.4,49.5,N/A,Thunderstorm,Thunderstorm,300,7/26/12 23:51
KNYC, 7:51 PM,72,69.1,91,29.74,1.2,West,11.5,34.5,0.01,Rain,Heavy Rain,270,7/26/12 23:51
KNYC, 7:55 PM,71.1,70,96,29.76,0.5,WSW,11.5,34.5,0.07,Fog-Rain,Heavy Rain,250,7/26/12 23:55
KJFK, 7:56 PM,82.4,73.4,74,29.71,9,WNW,10.4,19.6,N/A,Thunderstorm,Thunderstorm,290,7/26/12 23:56
KLGA, 7:56 PM,75.2,69.8,83,29.72,2,West,26.5,49.5,0,Rain-Thunderstorm,Heavy Thunderstorms and Rain,270,7/26/12 23:56
KEWR, 7:57 PM,73.4,69.8,88,29.7,4,West,11.5,32.2,0.11,Rain-Thunderstorm,Heavy Thunderstorms and Rain,260,7/26/12 23:57
KJFK, 8:02 PM,82.4,64.4,54,29.73,9,NW,40.3,54.1,N/A,Thunderstorm,Unknown,310,7/27/12 0:02
KNYC, 8:05 PM,71.1,70,96,29.75,1,Variable,4.6,-,0.28,Rain,Heavy Rain,0,7/27/12 0:05
KJFK, 8:13 PM,73.4,69.8,88,29.74,2,WNW,27.6,51.8,0,Rain-Thunderstorm,Heavy Thunderstorms and Rain,300,7/27/12 0:13
KNYC, 8:17 PM,71.1,70,96,29.71,3,SW,3.5,-,0.34,Rain,Light Rain,220,7/27/12 0:17
KLGA, 8:22 PM,73.4,71.6,94,29.69,5,SW,6.9,-,0.27,Rain-Thunderstorm,Light Thunderstorms and Rain,220,7/27/12 0:22
KJFK, 8:36 PM,73.4,69.8,88,29.71,6,SW,8.1,-,0.25,Rain-Thunderstorm,Thunderstorms and Rain,230,7/27/12 0:36
KLGA, 8:43 PM,73.4,71.6,94,29.68,10,SW,9.2,-,0.28,Rain-Thunderstorm,Light Thunderstorms and Rain,220,7/27/12 0:43
KJFK, 8:48 PM,73.4,69.8,88,29.7,10,WSW,6.9,-,0.25,Rain-Thunderstorm,Light Thunderstorms and Rain,240,7/27/12 0:48
KEWR, 8:51 PM,75,72,90,29.69,9,South,10.4,-,0.13,Rain-Thunderstorm,Light Thunderstorms and Rain,190,7/27/12 0:51
KJFK, 8:51 PM,73,70,90,29.7,10,SW,6.9,-,0.25,Rain-Thunderstorm,Light Thunderstorms and Rain,230,7/27/12 0:51
KLGA, 8:51 PM,75,71.1,87,29.69,10,SSW,5.8,-,0.28,Rain-Thunderstorm,Light Thunderstorms and Rain,210,7/27/12 0:51
KNYC, 8:51 PM,71.1,70,96,29.7,8,Calm,Calm,-,0.34,Rain,Light Rain,0,7/27/12 0:51
KEWR, 9:38 PM,73.4,73.4,100,29.72,7,SW,12.7,-,0.04,Rain,Light Rain,220,7/27/12 1:38
KJFK, 9:47 PM,73.4,71.6,94,29.72,10,SSW,13.8,-,0.06,Rain,Light Rain,210,7/27/12 1:47
KEWR, 9:51 PM,73.9,73,97,29.72,8,SW,13.8,-,0.05,Rain,Light Rain,230,7/27/12 1:51
KJFK, 9:51 PM,73.9,71.1,91,29.72,9,SSW,11.5,-,0.06,Rain,Light Rain,210,7/27/12 1:51
KLGA, 9:51 PM,75,72,90,29.7,10,SW,9.2,-,0.08,Rain,Light Rain,230,7/27/12 1:51
KNYC, 9:51 PM,72,71.1,97,29.71,6,WSW,5.8,-,0.08,Rain,Light Rain,250,7/27/12 1:51
KEWR, 10:51 PM,73,71.1,93,29.73,10,SW,11.5,-,0,,Overcast,230,7/27/12 2:51
KJFK, 10:51 PM,73,70,90,29.73,10,WSW,15,-,0,,Overcast,240,7/27/12 2:51
KLGA, 10:51 PM,75,72,90,29.72,10,SW,10.4,-,0,,Overcast,230,7/27/12 2:51
KNYC, 10:51 PM,72,71.1,97,29.73,4,West,8.1,-,0,,Scattered Clouds,260,7/27/12 2:51
KEWR, 11:51 PM,73,71.1,93,29.73,10,SW,11.5,-,0,,Overcast,230,7/27/12 3:51
KJFK, 11:51 PM,73.9,70,87,29.73,10,West,13.8,-,N/A,,Overcast,270,7/27/12 3:51
KLGA, 11:51 PM,75,70,84,29.72,10,WSW,11.5,-,0,,Overcast,250,7/27/12 3:51
KEWR, 12:51 AM,73,71.1,93,29.69,10,SSW,8.1,-,N/A,,Overcast,210,7/27/12 4:51
KJFK, 12:51 AM,73.9,70,87,29.72,10,SW,11.5,-,N/A,,Overcast,230,7/27/12 4:51
KLGA, 12:51 AM,75,70,84,29.69,10,SW,10.4,-,N/A,,Overcast,220,7/27/12 4:51
KNYC, 12:51 AM,71.1,70,96,29.69,10,Variable,5.8,-,N/A,,Clear,0,7/27/12 4:51
KEWR, 1:51 AM,73,71.1,93,29.69,10,WSW,5.8,-,N/A,,Overcast,240,7/27/12 5:51
KJFK, 1:51 AM,73.9,70,87,29.7,10,South,10.4,-,0,,Overcast,190,7/27/12 5:51
KLGA, 1:51 AM,75,70,84,29.7,10,SSW,9.2,-,N/A,,Overcast,210,7/27/12 5:51
KNYC, 1:51 AM,72,70,93,29.7,10,WSW,8.1,-,N/A,,Scattered Clouds,250,7/27/12 5:51
KEWR, 2:51 AM,73,71.1,93,29.69,10,WSW,8.1,-,N/A,,Overcast,250,7/27/12 6:51
KJFK, 2:51 AM,73.9,69.1,85,29.69,10,WNW,9.2,-,N/A,,Mostly Cloudy,290,7/27/12 6:51
KLGA, 2:51 AM,75,70,84,29.68,10,SW,4.6,-,N/A,,Mostly Cloudy,230,7/27/12 6:51
KNYC, 2:51 AM,72,70,93,29.69,10,West,9.2,-,N/A,,Clear,270,7/27/12 6:51
KEWR, 3:51 AM,72,70,93,29.68,10,SW,8.1,-,N/A,,Overcast,230,7/27/12 7:51
KJFK, 3:51 AM,73.9,70,87,29.69,10,West,11.5,-,N/A,,Mostly Cloudy,260,7/27/12 7:51
KLGA, 3:51 AM,75.9,69.1,79,29.67,10,WSW,6.9,-,N/A,,Mostly Cloudy,250,7/27/12 7:51
KNYC, 3:51 AM,72,70,93,29.68,10,West,4.6,-,N/A,,Clear,270,7/27/12 7:51
KEWR, 4:51 AM,72,70,93,29.7,10,SW,6.9,-,N/A,,Mostly Cloudy,230,7/27/12 8:51
KJFK, 4:51 AM,73.9,70,87,29.7,10,West,9.2,-,N/A,,Mostly Cloudy,260,7/27/12 8:51
KLGA, 4:51 AM,75,70,84,29.69,10,WSW,6.9,-,N/A,,Mostly Cloudy,240,7/27/12 8:51
KNYC, 4:51 AM,72,69.1,91,29.69,10,Variable,4.6,-,N/A,,Clear,0,7/27/12 8:51
KEWR, 5:51 AM,73,70,90,29.72,10,WSW,10.4,-,N/A,,Mostly Cloudy,250,7/27/12 9:51
KJFK, 5:51 AM,73,70,90,29.73,10,WSW,11.5,-,N/A,,Mostly Cloudy,250,7/27/12 9:51
KLGA, 5:51 AM,75,70,84,29.71,10,WSW,8.1,-,N/A,,Mostly Cloudy,240,7/27/12 9:51
KNYC, 5:51 AM,72,70,93,29.72,10,Variable,3.5,-,N/A,,Clear,0,7/27/12 9:51
KEWR, 6:51 AM,73.9,70,87,29.74,10,WSW,5.8,-,N/A,,Mostly Cloudy,250,7/27/12 10:51
KJFK, 6:51 AM,75,70,84,29.75,10,West,11.5,-,N/A,,Mostly Cloudy,270,7/27/12 10:51
KLGA, 6:51 AM,75,69.1,82,29.73,10,WSW,9.2,-,N/A,,Mostly Cloudy,250,7/27/12 10:51
KNYC, 6:51 AM,72,69.1,91,29.73,10,Variable,3.5,-,N/A,,Partly Cloudy,0,7/27/12 10:51
KEWR, 7:47 AM,73.4,69.8,88,29.75,10,WSW,8.1,-,N/A,,Mostly Cloudy,240,7/27/12 11:47
KEWR, 7:51 AM,75,70,84,29.75,10,WSW,9.2,-,N/A,,Mostly Cloudy,240,7/27/12 11:51
KJFK, 7:51 AM,75.9,70,82,29.75,10,WSW,11.5,-,N/A,,Mostly Cloudy,250,7/27/12 11:51
KLGA, 7:51 AM,77,69.1,76,29.74,10,WSW,11.5,19.6,N/A,,Mostly Cloudy,250,7/27/12 11:51
KNYC, 7:51 AM,73.9,69.1,85,29.75,10,Variable,3.5,-,N/A,,Clear,0,7/27/12 11:51
KEWR, 7:54 AM,75.2,69.8,83,29.75,10,WSW,8.1,-,N/A,,Mostly Cloudy,240,7/27/12 11:54
KEWR, 8:22 AM,75.2,71.6,89,29.75,10,WSW,8.1,-,N/A,,Mostly Cloudy,250,7/27/12 12:22
KEWR, 8:51 AM,77,71.1,82,29.76,10,WSW,10.4,-,N/A,,Mostly Cloudy,240,7/27/12 12:51
KJFK, 8:51 AM,78.1,69.1,74,29.76,10,West,11.5,-,N/A,,Mostly Cloudy,280,7/27/12 12:51
KLGA, 8:51 AM,78.1,70,76,29.74,10,WNW,9.2,-,N/A,,Mostly Cloudy,290,7/27/12 12:51
KNYC, 8:51 AM,75,70,84,29.75,10,Variable,4.6,-,N/A,,Clear,0,7/27/12 12:51
KEWR, 9:51 AM,82,72,71,29.75,10,West,11.5,-,N/A,,Mostly Cloudy,260,7/27/12 13:51
KJFK, 9:51 AM,80.1,69.1,69,29.75,10,WNW,13.8,-,N/A,,Mostly Cloudy,290,7/27/12 13:51
KLGA, 9:51 AM,80.1,70,71,29.74,10,NW,4.6,-,N/A,,Mostly Cloudy,310,7/27/12 13:51
KNYC, 9:51 AM,77,70,79,29.75,10,West,8.1,-,N/A,,Clear,280,7/27/12 13:51
KEWR, 10:51 AM,84,71.1,65,29.75,10,Variable,5.8,17.3,N/A,,Mostly Cloudy,0,7/27/12 14:51
KJFK, 10:51 AM,84,71.1,65,29.77,10,West,11.5,-,N/A,,Mostly Cloudy,260,7/27/12 14:51
KLGA, 10:51 AM,82.9,70,65,29.75,10,West,12.7,-,N/A,,Mostly Cloudy,270,7/27/12 14:51
KNYC, 10:51 AM,79,71.1,77,29.76,10,Variable,3.5,-,N/A,,Mostly Cloudy,0,7/27/12 14:51
KNYC, 11:47 AM,82.4,69.8,66,29.79,10,Variable,5.8,-,N/A,,Scattered Clouds,0,7/27/12 15:47
KEWR, 11:51 AM,86,71.1,61,29.76,10,West,11.5,17.3,N/A,,Mostly Cloudy,260,7/27/12 15:51
KJFK, 11:51 AM,84.9,69.1,59,29.77,10,WNW,11.5,-,N/A,,Scattered Clouds,290,7/27/12 15:51
KLGA, 11:51 AM,84.9,70,61,29.75,10,West,6.9,-,N/A,,Mostly Cloudy,280,7/27/12 15:51
KNYC, 11:51 AM,82.9,71.1,67,29.76,10,Variable,5.8,-,N/A,,Partly Cloudy,0,7/27/12 15:51
KEWR, 12:51 PM,88,69.1,53,29.77,10,WNW,11.5,20.7,N/A,,Mostly Cloudy,290,7/27/12 16:51
KJFK, 12:51 PM,86,69.1,57,29.77,10,West,12.7,17.3,N/A,,Mostly Cloudy,270,7/27/12 16:51
KLGA, 12:51 PM,87.1,69.1,55,29.76,10,West,9.2,-,N/A,,Mostly Cloudy,270,7/27/12 16:51
KNYC, 12:51 PM,82.9,70,65,29.77,10,Variable,3.5,-,N/A,,Scattered Clouds,0,7/27/12 16:51
KEWR, 1:51 PM,87.1,70,57,29.78,10,WSW,12.7,-,N/A,,Overcast,250,7/27/12 17:51
KJFK, 1:51 PM,89.1,69.1,52,29.78,10,West,12.7,-,N/A,,Mostly Cloudy,260,7/27/12 17:51
KLGA, 1:51 PM,84.9,68,57,29.77,10,NW,13.8,-,N/A,,Mostly Cloudy,310,7/27/12 17:51
KNYC, 1:51 PM,82.9,68,60,29.78,10,Variable,4.6,-,N/A,,Mostly Cloudy,0,7/27/12 17:51
KEWR, 2:51 PM,88,70,55,29.78,10,West,13.8,19.6,N/A,,Mostly Cloudy,260,7/27/12 18:51
KJFK, 2:51 PM,87.1,69.1,55,29.78,10,West,13.8,-,N/A,,Mostly Cloudy,270,7/27/12 18:51
KLGA, 2:51 PM,87.1,68,53,29.77,10,WNW,10.4,-,N/A,,Mostly Cloudy,300,7/27/12 18:51
KNYC, 2:51 PM,84,69.1,61,29.78,10,West,9.2,-,N/A,,Partly Cloudy,280,7/27/12 18:51
KEWR, 3:51 PM,88,70,55,29.78,10,SW,8.1,-,N/A,,Mostly Cloudy,230,7/27/12 19:51
KJFK, 3:51 PM,87.1,69.1,55,29.78,10,WSW,12.7,-,N/A,,Mostly Cloudy,250,7/27/12 19:51
KLGA, 3:51 PM,90,66.9,46,29.77,10,West,12.7,17.3,N/A,,Mostly Cloudy,260,7/27/12 19:51
KNYC, 3:51 PM,84.9,66.9,55,29.78,10,WNW,6.9,-,N/A,,Clear,290,7/27/12 19:51
KEWR, 4:51 PM,88,70,55,29.78,10,WNW,6.9,-,N/A,,Mostly Cloudy,300,7/27/12 20:51
